Date,Open,High,Low,Close,Adj Close,Volume
2020/1/9,23530.28906,23767.08984,23506.15039,23739.86914,23739.86914,62200
2020/1/10,23813.2793,23903.28906,23761.08008,23850.57031,23850.57031,55900
2020/1/14,23969.03906,24059.85938,23951.66016,24025.16992,24025.16992,64200
2020/1/15,23923.48047,23997.39063,23875.82031,23916.58008,23916.58008,57200
2020/1/16,23960.19922,23975.38086,23905.38086,23933.13086,23933.13086,55400
2020/1/17,24103.44922,24115.94922,24013.75,24041.25977,24041.25977,59400
2020/1/20,24080.67969,24108.10938,24061.66992,24083.50977,24083.50977,38300
2020/1/21,24072.81055,24081.75,23843.48047,23864.56055,23864.56055,44600
2020/1/22,23835.49023,24040.86914,23831.09961,24031.34961,24031.34961,49000
2020/1/23,23843.50977,23910.00977,23779.23047,23795.43945,23795.43945,55500
2020/1/24,23850.11914,23869.38086,23755.32031,23827.17969,23827.17969,48700
2020/1/27,23427.90039,23463.89063,23317.32031,23343.50977,23343.50977,62400
2020/1/28,23126.92969,23243.35938,23115.15039,23215.71094,23215.71094,64400
2020/1/29,23309.32031,23392.60938,23214.2793,23379.40039,23379.40039,54900
2020/1/30,23284.58008,23318.57031,22892.94922,22977.75,22977.75,69600
2020/1/31,23148.91992,23421.58984,23139.98047,23205.17969,23205.17969,75400
2020/2/3,22874.26953,23023.73047,22775.91992,22971.93945,22971.93945,72500
2020/2/4,22881.13086,23118.13086,22854.44922,23084.58984,23084.58984,67900
2020/2/5,23351.4707,23414.68945,23241.64063,23319.56055,23319.56055,70300
2020/2/6,23641.09961,23995.36914,23625.13086,23873.58984,23873.58984,95100
2020/2/7,23899.00977,23943.44922,23759.41992,23827.98047,23827.98047,65400
2020/2/10,23631.78906,23788.25,23621.7207,23685.98047,23685.98047,56500
2020/2/12,23741.21094,23869.73047,23693.7207,23861.21094,23861.21094,74600
2020/2/13,23849.75977,23908.84961,23784.31055,23827.73047,23827.73047,64500
2020/2/14,23714.51953,23738.41992,23603.48047,23687.58984,23687.58984,69100
2020/2/17,23489.7793,23561.98047,23335.99023,23523.24023,23523.24023,54000
2020/2/18,23398.57031,23402.00977,23133.59961,23193.80078,23193.80078,59500
2020/2/19,23329.33008,23468.56055,23234.96094,23400.69922,23400.69922,61600
2020/2/20,23666.58008,23806.56055,23426.41992,23479.15039,23479.15039,63300
2020/2/21,23427.76953,23588.55078,23378.33008,23386.74023,23386.74023,62100
2020/2/25,22949.36914,22950.23047,22335.21094,22605.41016,22605.41016,105800
2020/2/26,22374.14063,22456.55078,22127.41992,22426.18945,22426.18945,99300
2020/2/27,22255.83008,22272.25977,21844.28906,21948.23047,21948.23047,106200
2020/2/28,21518.00977,21528.13086,20916.40039,21142.96094,21142.96094,148500
2020/3/2,20849.78906,21593.10938,20834.28906,21344.08008,21344.08008,123700
2020/3/3,21651.99023,21719.7793,21082.73047,21082.73047,21082.73047,105300
2020/3/4,20897.19922,21245.92969,20862.05078,21100.06055,21100.06055,94600
2020/3/5,21399.86914,21399.86914,21220.75977,21329.11914,21329.11914,85700
2020/3/6,21009.80078,21061.19922,20613.91016,20749.75,20749.75,111700
2020/3/9,20343.31055,20347.18945,19472.25977,19698.75977,19698.75977,170300
2020/3/10,19474.89063,19970.34961,18891.76953,19867.11914,19867.11914,164700
2020/3/11,19758.25977,19974.83008,19392.25,19416.06055,19416.06055,129200
2020/3/12,19064.50977,19142.17969,18339.26953,18559.63086,18559.63086,164600
2020/3/13,18183.4707,18184.46094,16690.59961,17431.05078,17431.05078,233400
2020/3/16,17586.08008,17785.75977,16914.44922,17002.03906,17002.03906,158100
2020/3/17,16726.94922,17557.03906,16378.94043,17011.5293,17011.5293,198800
2020/3/18,17154.08008,17396.83984,16698.46094,16726.55078,16726.55078,177200
2020/3/19,16995.76953,17160.9707,16358.19043,16552.83008,16552.83008,198900
2020/3/23,16570.57031,17049.0293,16480.94922,16887.7793,16887.7793,170300
2020/3/24,17206.88086,18100.39063,17197.14063,18092.34961,18092.34961,147300
2020/3/25,18446.80078,19564.38086,18446.80078,19546.63086,19546.63086,147700
2020/3/26,19234.76953,19240.28906,18512.81055,18664.59961,18664.59961,128100
2020/3/27,19021.9707,19389.42969,18832.21094,19389.42969,19389.42969,148900
2020/3/30,18884.07031,19084.9707,18578.19922,19084.9707,19084.9707,121000
2020/3/31,19181.90039,19336.18945,18834.16016,18917.00977,18917.00977,122200
2020/4/1,18686.11914,18784.25,17871.61914,18065.41016,18065.41016,105800
2020/4/2,17934.41992,18132.03906,17707.66016,17818.7207,17818.7207,107300
2020/4/3,17951.43945,18059.15039,17646.5,17820.18945,17820.18945,96000
2020/4/6,17857.99023,18672.25977,17802.61914,18576.30078,18576.30078,105700
2020/4/7,18878.85938,19162.51953,18553.14063,18950.17969,18950.17969,108200
2020/4/8,19047.75977,19454.33984,18730.80078,19353.24023,19353.24023,105900
2020/4/9,19376,19406.96094,19158.55078,19345.76953,19345.76953,82300
2020/4/10,19500.07031,19500.07031,19235.96094,19498.5,19498.5,87500
2020/4/13,19312.03906,19355.03906,19014.32031,19043.40039,19043.40039,65600
2020/4/14,19150.30078,19705.99023,19093.11914,19638.81055,19638.81055,81900
2020/4/15,19589.25,19660.67969,19465.94922,19550.08984,19550.08984,94100
2020/4/16,19311.30078,19362.16992,19154.41016,19290.19922,19290.19922,81400
2020/4/17,19575.84961,19922.07031,19554.69922,19897.25977,19897.25977,87800
2020/4/20,19689.84961,19784.38086,19611.78906,19669.11914,19669.11914,65000
2020/4/21,19479.83008,19529.06055,19193.2207,19280.7793,19280.7793,79400
2020/4/22,19109.17969,19137.94922,18858.25,19137.94922,19137.94922,76400
2020/4/23,19313.03906,19429.43945,19221.53906,19429.43945,19429.43945,72600
2020/4/24,19331.85938,19352.24023,19175.38086,19262,19262,84700
2020/4/27,19410.83984,19819.06055,19410.17969,19783.2207,19783.2207,77600
2020/4/28,19776.17969,19841.7793,19638.48047,19771.18945,19771.18945,68600
2020/4/30,20105.67969,20365.89063,20084.83008,20193.68945,20193.68945,103400
2020/5/1,19991.9707,20000.25,19551.73047,19619.34961,19619.34961,86600
2020/5/7,19468.51953,19720.86914,19448.92969,19674.76953,19674.76953,82900
2020/5/8,19972.08984,20179.08984,19894.58008,20179.08984,20179.08984,82200
2020/5/11,20333.73047,20534.88086,20285.03906,20390.66016,20390.66016,76200
2020/5/12,20413.23047,20457.36914,20293.9707,20366.48047,20366.48047,67700
2020/5/13,20140.91992,20329.89063,20056.46094,20267.05078,20267.05078,79500
2020/5/14,20140.49023,20185,19902.92969,19914.7793,19914.7793,76900
2020/5/15,20149.78906,20198.25,19832.88086,20037.4707,20037.4707,75200
2020/5/18,20097.61914,20197.58984,19999.09961,20133.73047,20133.73047,71900
2020/5/19,20469.51953,20659.46094,20433.44922,20433.44922,20433.44922,93000
2020/5/20,20454.49023,20684.46094,20454.0293,20595.15039,20595.15039,71800
2020/5/21,20692.58984,20734.91016,20503.86914,20552.31055,20552.31055,62900
2020/5/22,20583.94922,20615.11914,20334.99023,20388.16016,20388.16016,71100
2020/5/25,20653.41016,20741.65039,20584.06055,20741.65039,20741.65039,55100
2020/5/26,20927.96094,21328.33984,20918.10938,21271.16992,21271.16992,87200
2020/5/27,21249.31055,21475.67969,21142.7207,21419.23047,21419.23047,112000
2020/5/28,21612.90039,21926.28906,21580.5,21916.31055,21916.31055,134000
2020/5/29,21807.63086,21955.43945,21710.80078,21877.89063,21877.89063,153200
2020/6/1,21910.89063,22161.39063,21898.99023,22062.39063,22062.39063,72200
2020/6/2,22175.51953,22401.78906,22118.40039,22325.60938,22325.60938,77900
2020/6/3,22649.00977,22818.86914,22462.67969,22613.75977,22613.75977,94100
2020/6/4,22885.14063,22907.91992,22501.81055,22695.74023,22695.74023,92000
2020/6/5,22613.08008,22865.88086,22563.56055,22863.73047,22863.73047,85600
2020/6/8,23121.98047,23178.09961,23028.61914,23178.09961,23178.09961,108500
2020/6/9,23135.78906,23185.84961,22933.14063,23091.0293,23091.0293,91500
2020/6/10,22939,23175.82031,22900.30078,23124.94922,23124.94922,75600
2020/6/11,22848.01953,22939.39063,22466.53906,22472.91016,22472.91016,105900
2020/6/12,22082.11914,22350.30078,21786.92969,22305.48047,22305.48047,120500
2020/6/15,22135.26953,22251.83008,21529.83008,21530.94922,21530.94922,78500
2020/6/16,21912.28906,22624.14063,21899.48047,22582.21094,22582.21094,100100
2020/6/17,22517.14063,22536.38086,22318.07031,22455.75977,22455.75977,72500
2020/6/18,22363.88086,22432.25,22125.34961,22355.46094,22355.46094,65200
2020/6/19,22515.75,22523.66016,22352.16016,22478.78906,22478.78906,97000
2020/6/22,22353.68945,22575.74023,22311.93945,22437.26953,22437.26953,54600
2020/6/23,22636.06055,22693.89063,22257.14063,22549.05078,22549.05078,0
2020/6/24,22541.00977,22663.28906,22479.85938,22534.32031,22534.32031,67000
2020/6/25,22287.86914,22423.41016,22165.14063,22259.78906,22259.78906,80800
2020/6/26,22424.36914,22589.14063,22408.26953,22512.08008,22512.08008,66600
2020/6/29,22255.05078,22281.38086,21969.58984,21995.03906,21995.03906,73700
2020/6/30,22335.09961,22448.30078,22273.38086,22288.14063,22288.14063,74200
2020/7/1,22338.30078,22360.31055,22039.56055,22121.73047,22121.73047,67400
2020/7/2,22182.67969,22267.50977,22072.10938,22145.96094,22145.96094,73600
2020/7/3,22266.91016,22312.43945,22154.9707,22306.48047,22306.48047,51700
2020/7/6,22341.26953,22734.10938,22325.75,22714.43945,22714.43945,58000
2020/7/7,22649.90039,22742.2793,22540.43945,22614.68945,22614.68945,62700
2020/7/8,22481.60938,22667.94922,22438.65039,22438.65039,22438.65039,64900
2020/7/9,22442.30078,22679.08008,22434.38086,22529.28906,22529.28906,65200
2020/7/10,22534.9707,22563.67969,22285.07031,22290.81055,22290.81055,78800
2020/7/13,22591.81055,22784.74023,22561.4707,22784.74023,22784.74023,71200
2020/7/14,22631.86914,22677.01953,22538.7793,22587.00977,22587.00977,61000
2020/7/15,22817.91016,22965.56055,22800.10938,22945.5,22945.5,72600
2020/7/16,22907.96094,22925.90039,22739.41992,22770.35938,22770.35938,89400
2020/7/17,22807.57031,22857.82031,22643.51953,22696.41992,22696.41992,55900
2020/7/20,22772.07031,22788.5293,22580.18945,22717.48047,22717.48047,50000
2020/7/21,22789.38086,22925.58008,22780.2207,22884.2207,22884.2207,68600
2020/7/22,22791.75,22855.31055,22732.91992,22751.60938,22751.60938,65400
2020/7/27,22495.94922,22741.13086,22429.57031,22715.84961,22715.84961,71800
2020/7/28,22735.01953,22842.18945,22646.2207,22657.38086,22657.38086,67800
2020/7/29,22543.89063,22584.86914,22366.33984,22397.10938,22397.10938,74300
2020/7/30,22489.24023,22506.59961,22334.71094,22339.23047,22339.23047,77800
2020/7/31,22267.58984,22295.05078,21710,21710,21710,106600
2020/8/3,21947.58008,22214.58984,21919.83008,22195.38086,22195.38086,84000
2020/8/4,22379.74023,22603.82031,22379.74023,22573.66016,22573.66016,89100
2020/8/5,22479.7207,22554.19922,22356.25,22514.84961,22514.84961,74000
2020/8/6,22471.71094,22587.75,22362.89063,22418.15039,22418.15039,62600
2020/8/7,22433.7793,22436.16016,22204.60938,22329.93945,22329.93945,66700
2020/8/11,22505.50977,22760.86914,22497.07031,22750.24023,22750.24023,99300
2020/8/12,22747.43945,22874.36914,22670.74023,22843.96094,22843.96094,90800
2020/8/13,23123.35938,23316.68945,23111.5,23249.60938,23249.60938,84800
2020/8/14,23323.91992,23338.78906,23222.84961,23289.35938,23289.35938,59800
2020/8/17,23189.48047,23248.75,23068.5293,23096.75,23096.75,43600
2020/8/18,23097.80078,23128.17969,22948.89063,23051.08008,23051.08008,55600
2020/8/19,22997.92969,23149.84961,22953.59961,23110.60938,23110.60938,50100
2020/8/20,23003.58008,23078.35938,22851.83008,22880.61914,22880.61914,50200
2020/8/21,23022.75977,23135.42969,22920.30078,22920.30078,22920.30078,51200
2020/8/24,22913.19922,23012.71094,22862.53906,22985.50977,22985.50977,40600
2020/8/25,23242.74023,23431.03906,23225.39063,23296.76953,23296.76953,75300
2020/8/26,23257.05078,23348.80078,23203,23290.85938,23290.85938,47800
2020/8/27,23311.03906,23323.07031,23177.84961,23208.85938,23208.85938,52700
2020/8/28,23232.30078,23376.13086,22594.78906,22882.65039,22882.65039,98100
2020/8/31,23147.14063,23342.32031,23102.60938,23139.75977,23139.75977,81000
2020/9/1,23089.63086,23206.66016,23047.76953,23138.07031,23138.07031,59600
2020/9/2,23261.08984,23287.40039,23170.82031,23247.15039,23247.15039,52600
2020/9/3,23524.49023,23580.50977,23426.10938,23465.5293,23465.5293,57500
2020/9/4,23130.32031,23257.68945,23098.76953,23205.42969,23205.42969,59300
2020/9/7,23145.4707,23218.2207,23086.89063,23089.94922,23089.94922,57300
2020/9/8,23188.78906,23277.66016,23129.66016,23274.13086,23274.13086,62100
2020/9/9,22966.89063,23059.01953,22878.71094,23032.53906,23032.53906,84400
2020/9/10,23193.4707,23250.31055,23134.01953,23235.4707,23235.4707,67600
2020/9/11,23114.63086,23412.92969,23114.63086,23406.49023,23406.49023,76900
2020/9/14,23431.16016,23582.21094,23429.41992,23559.30078,23559.30078,65400
2020/9/15,23438.83008,23477.85938,23351.34961,23454.89063,23454.89063,61800
2020/9/16,23425.23047,23506.44922,23397.42969,23475.5293,23475.5293,63000
2020/9/17,23416.61914,23446.39063,23272.23047,23319.36914,23319.36914,61100
2020/9/18,23321.18945,23398.46094,23290.18945,23360.30078,23360.30078,82600
2020/9/23,23245.89063,23370.13086,23154.44922,23346.49023,23346.49023,77000
2020/9/24,23215,23234.7207,23039.48047,23087.82031,23087.82031,70500
2020/9/25,23217.33008,23272.66992,23154.66016,23204.61914,23204.61914,72200
2020/9/28,23391.96094,23516.03906,23303.0293,23511.61914,23511.61914,82000
2020/9/29,23410.5,23622.74023,23347.64063,23539.09961,23539.09961,61300
2020/9/30,23478.84961,23522.38086,23170.89063,23185.11914,23185.11914,88200
2020/10/2,23294.80078,23365.58008,22951.41016,23029.90039,23029.90039,86300
2020/10/5,23254.2793,23377.42969,23252.68945,23312.14063,23312.14063,59500
2020/10/6,23420.07031,23441.16016,23331.40039,23433.73047,23433.73047,57700
2020/10/7,23272.44922,23432.73047,23272.44922,23422.82031,23422.82031,52100
2020/10/8,23506.33984,23701.76953,23477.73047,23647.07031,23647.07031,56300
2020/10/9,23713.85938,23725.58008,23552.73047,23619.68945,23619.68945,56100
2020/10/12,23588.74023,23597.91016,23501.25977,23558.68945,23558.68945,44900
2020/10/13,23667.90039,23667.90039,23490.94922,23601.7793,23601.7793,47200
2020/10/14,23545.66016,23656.69922,23518.81055,23626.73047,23626.73047,54000
2020/10/15,23548.44922,23581.16016,23458.42969,23507.23047,23507.23047,48300
2020/10/16,23478.40039,23538.74023,23382.66992,23410.63086,23410.63086,48100
2020/10/19,23543.68945,23707.16016,23543.68945,23671.13086,23671.13086,46300
2020/10/20,23587.86914,23674.86914,23518.28906,23567.03906,23567.03906,48700
2020/10/21,23615.51953,23702.30078,23611.33008,23639.46094,23639.46094,53300
2020/10/22,23525.58984,23555.7793,23436.16992,23474.26953,23474.26953,44900
2020/10/23,23558.71094,23587.90039,23469.13086,23516.58984,23516.58984,49200
2020/10/26,23520.7793,23572.59961,23475.51953,23494.33984,23494.33984,41700
2020/10/27,23376.96094,23485.80078,23232.31055,23485.80078,23485.80078,52700
2020/10/28,23372.60938,23451.0293,23334.23047,23418.50977,23418.50977,67100
2020/10/29,23170.75977,23374.09961,23170.75977,23331.93945,23331.93945,57500
2020/10/30,23320.71094,23320.71094,22948.4707,22977.13086,22977.13086,76700
2020/11/2,23110.74023,23370.91016,23096.78906,23295.48047,23295.48047,69700
2020/11/4,23619.58008,23801.88086,23505.7793,23695.23047,23695.23047,81600
2020/11/5,23776.19922,24112.41992,23756.7793,24105.2793,24105.2793,78600
2020/11/6,24076.2207,24389,24039.16016,24325.23047,24325.23047,73200
2020/11/9,24568.83984,24962.80078,24541.2793,24839.83984,24839.83984,67000
2020/11/10,25087.30078,25279.93945,24833.17969,24905.58984,24905.58984,128200
2020/11/11,25145.66016,25401.30078,25145.66016,25349.59961,25349.59961,102500
2020/11/12,25439.34961,25587.96094,25316.59961,25520.88086,25520.88086,80500
2020/11/13,25405.64063,25456.17969,25215.31055,25385.86914,25385.86914,77600
2020/11/16,25652.68945,25928.17969,25640.28906,25906.92969,25906.92969,84900
2020/11/17,26043.44922,26057.30078,25851.53906,26014.61914,26014.61914,84800
2020/11/18,25860.55078,25882.14063,25656.69922,25728.14063,25728.14063,69200
2020/11/19,25628.73047,25650.85938,25474.93945,25634.33984,25634.33984,82000
2020/11/20,25486.83008,25555.36914,25425.58984,25527.36914,25527.36914,63400
2020/11/24,25901.44922,26261.7793,25901.44922,26165.58984,26165.58984,81700
2020/11/25,26468.51953,26706.41992,26258.34961,26296.85938,26296.85938,92500
2020/11/26,26255.4707,26560.0293,26255.4707,26537.31055,26537.31055,63500
2020/11/27,26530.2793,26672.40039,26419.05078,26644.71094,26644.71094,86200
2020/11/30,26830.09961,26834.19922,26405.83008,26433.61914,26433.61914,147700
2020/12/1,26624.19922,26852.16016,26618.39063,26787.53906,26787.53906,73200
2020/12/2,26884.99023,26889.90039,26695.2793,26800.98047,26800.98047,80200
2020/12/3,26740.30078,26868.08984,26719.23047,26809.36914,26809.36914,69500
2020/12/4,26697.25977,26799.83008,26646.08008,26751.24023,26751.24023,61600
2020/12/7,26894.25,26894.25,26500.32031,26547.43945,26547.43945,61600
2020/12/8,26380.32031,26523.30078,26327.08008,26467.08008,26467.08008,55100
2020/12/9,26526.33984,26826.7793,26520.59961,26817.93945,26817.93945,61800
2020/12/10,26688.5,26852.76953,26639.98047,26756.24023,26756.24023,69200
2020/12/11,26732.84961,26819.41016,26553.00977,26652.51953,26652.51953,74900
2020/12/14,26659.5293,26870.4707,26648.68945,26732.43945,26732.43945,60000
2020/12/15,26683.10938,26736.83984,26605.53906,26687.83984,26687.83984,59300
2020/12/16,26835.58984,26874.98047,26717.0293,26757.40039,26757.40039,61300
2020/12/17,26744.5,26843.05078,26676.2793,26806.66992,26806.66992,61500
2020/12/18,26775.5293,26824.28906,26707.30078,26763.39063,26763.39063,73800
2020/12/21,26834.09961,26905.66992,26533.63086,26714.41992,26714.41992,60700
2020/12/22,26559.33008,26639.99023,26361.66016,26436.39063,26436.39063,58600
2020/12/23,26580.42969,26585.21094,26414.74023,26524.78906,26524.78906,56000
2020/12/24,26635.10938,26764.5293,26605.25977,26668.34961,26668.34961,47900
2020/12/25,26708.09961,26716.60938,26638.2793,26656.60938,26656.60938,33400
2020/12/28,26691.28906,26854.0293,26664.59961,26854.0293,26854.0293,50700
2020/12/29,26936.38086,27602.51953,26921.14063,27568.15039,27568.15039,59400
2020/12/30,27559.09961,27572.57031,27338.56055,27444.16992,27444.16992,50600
2021/1/4,27575.57031,27602.10938,27042.32031,27258.38086,27258.38086,51500
2021/1/5,27151.38086,27279.7793,27073.46094,27158.63086,27158.63086,55000
2021/1/6,27102.84961,27196.40039,27002.17969,27055.93945,27055.93945,72700
2021/1/7,27340.46094,27624.73047,27340.46094,27490.13086,27490.13086,98900
2021/1/8,27720.14063,28139.0293,27667.75,28139.0293,28139.0293,0
